,survey_year,country,id,id_survey,regional_location,qdate_s,sex,male,age,d_hhpeople,d_adult_us,wealthy,political_affiliation,religious_affiliation,education_level,us_econ_power,china_econ_power,japan_econ_power,eu_econ_power,other_econ_power,prefer_us_econ,prefer_china_econ,children_betteroff,confid_uspres: How much confidence you have in the U.S. President to do the right thing regarding world affairs? ,confid_uspres,us_threat,china_threat,fav_us,fav_china,fav_russia,country_satis,satisfied_democracy,confid_xi,confid_putin,econ_sit,religion_import,respect_china,respect_us,improve_econ,intthreat_econcondition,us_relationship,china_econ,china_military,"children_betteroff: When children today in (survey country) grow up, do you think they will be better off or worse off financially than their parents?",fav_us: I am _____ to  the U.S. ,fav_china: I am _____  to  China,fav_russia: I am _____  to  Russia,country_satis: How satisfied are you with the way things are going in our country today?,satisfied_democracy: How satisfied are you with the way democracy is working in our country?,confid_xi: How much confidence you have in Xi to do the right thing regarding world affairs? ,confid_putin: How much confidence you have in Putin  to do the right thing regarding world affairs? ,econ_sit: Describe the current economic situation in (survey country) ,econ_power: What is the world's leading economic power?,us_or_china: Is it more important for (survey country) to have strong economic ties with China or the United States?,religion_import: How important is religion in your life? ,respect_china: Does the government of China respects the personal freedoms of its people?,respect_us: Does the government of the US respects the personal freedoms of its people?,us_threat: Is the U.S.'s power and influence a threat to your country?,china_threat: Is China's power and influence a threat to your country?,improve_econ: How do you expect the economic condition to change in the next 12 months?,intthreat_econcondition: Is the condition of the global economy a threat to your country?,us_relationship: How would you describe your relationship with the U.S.?,china_econ: Do you think that China’s growing economy is a good thing for (survey country)?,china_military: Do you think that China’s growing military power is a good thing for (survey country)?,global_trade: Is trade and business ties between (survey country) and other countries a good thing or a bad thing for (survey country)?,global_movement: Is the movement of people between (survey country) and other countries a good thing or a bad thing for (survey country)?,global_information: Is the availability of news and information from other countries a good thing or a bad thing for (survey country)?,china_jobloss: Is the loss of U.S. jobs to China a serious problem?,china_deficit: Is the U.S. trade deficit with China a serious problem?,china_taiwan: Are tensions between China and Taiwan  a serious problem?,china_environ: Is China's impact on the global environment a serious problem?,china_debt: Is  the large amount of American debt that is held by China a serious problem?,china_terrdisputes: Are territorial disputes between China and neighboring countries a serious problem?,"us_def_china: If (survey country) and China got into a serious military conflict, do you think that the United States would use military force to defend our country?",china_econ_military: Does China's economic or military strength concern you more?,us_world_role: How does the U.S.'s role today compare to their role as a world leader 10 years ago?,world_role_china: How does China's role today compare to their role as a world leader 10 years ago?,world_role_russia: How does Russia's role today compare to their role as a world leader 10 years ago?,usrel_betterworse: How have relations between (survey country) and the U.S. changed over the past year?,involved_us: Is the U.S. helping to address major global problems?,influaffairs_russia: Do you think Russia tries to influence the internal affairs of other countries?,"interest_surveycountry: In making international policy decisions, to what extent do you think the U.S. takes into account the interests of (survey country)?",econ_ties_china: Describe current economic ties between (survey country) and China.,econ_ties_us: Describe current economic ties between (survey country) and the U.S.,foreign_threats: What country or group poses the greatest threat to (survey country) in the future?,foreign_allies: What country can (survey country) most rely on as a dependable ally in the future?,foreigncom_buy: How do foreign companies buying (survey country) companies impact (survey country)?,foreigncom_new: How do foreign companies building new factories impact (survey country)?,china_invest: How do you view investment from China?,future_usrel: How do you feel about (survey country)  relations with the U.S.,russia_relationship: Is it more important to have a close relationship to Russia or to the U.S.? ,us_mil_asia: How has the U.S. military presence in the Asia-Pacific region affected the (survey country)?,"china_us_enemy: Do you think of China as a partner, competitor or enemy of the U.S.?",econsys_reform: Do you think that the economic system of (survey country) needs to be reformed?,china_tough_econ: Is it more important to be tough on China's territorial disputes or build a strong economic relationship with them?,russia_threat: Is Russia's power and influence a threat to your country?,china_influence: How much influence does the China exert on other countries?,us_influence: How much influence does the U.S. exert on other countries?,polsys_reform: Do you think that the political system of (survey country) needs to be reformed?,econ_ties_usch: How do you view current economic ties between the U.S. and China?,adm1,adm1_id,month
83551,2018,Australia,83552,14596,Queensland (QLD),6/8/18,Male,1,68,3,3,,One Nation,Protestant,Year 12 or equivalent,0.0,0.0,0.0,1.0,,,,1.0,Some confidence,3,0.0,1.0,4,2,1.0,8.0,3.0,3,2,2,2,0.0,1.0,,3.0,,,,Worse off,Very favorable,Somewhat unfavorable,Very unfavorable,Don't know,Somewhat satisfied,Some confidence,Not too much confidence,Somewhat bad,The countries of the European Union,,Not too important,"No, does not respect personal freedoms","Yes, respects personal freedoms",Not a threat,Threat,,Major threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,Less important role,Gotten better,Doing more,Don't know,Fair amount,,,,,,,,,,,,,,Major threat,Don't know,Don't know,,,Queensland,AU-QLD,6
83552,2018,Australia,83553,14597,Queensland (QLD),5/27/18,Male,1,18,4,4,,Labor,Agnostic,Year 12 or equivalent,0.0,1.0,0.0,0.0,,,,1.0,Not too much confidence,2,1.0,1.0,2,2,2.0,8.0,3.0,2,3,4,3,0.0,0.0,,3.0,,,,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat satisfied,Not too much confidence,Some confidence,Very good,China,,Somewhat important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Major threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,More important role,Gotten worse,Doing more,Don't know,Not too much,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,Queensland,AU-QLD,5
83553,2018,Australia,83554,14598,Queensland (QLD),5/26/18,Male,1,22,3,3,,Labor,Atheist,Year 12 or equivalent,0.0,1.0,0.0,0.0,,,,3.0,Not too much confidence,2,0.0,1.0,3,3,2.0,8.0,3.0,3,2,3,2,0.0,0.0,,2.0,,,,Better off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat satisfied,Some confidence,Not too much confidence,Somewhat good,China,,Not too important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Not a threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,Less important role,More important role,Less important role,Stayed about the same,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,Queensland,AU-QLD,5
83554,2018,Australia,83555,14599,Queensland (QLD),6/18/18,Male,1,38,4,2,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 12 or equivalent,0.0,1.0,0.0,0.0,,,,1.0,Some confidence,3,1.0,1.0,3,3,3.0,8.0,1.0,3,3,3,3,1.0,0.0,,2.0,,,,Worse off,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don't know,Not at all satisfied,Some confidence,Some confidence,Somewhat good,China,,Somewhat important,"Yes, respects personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,More important role,Stayed about the same,Doing more,Don't know,Not too much,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,Queensland,AU-QLD,6
83555,2018,Australia,83556,14600,Queensland (QLD),6/3/18,Female,0,55,4,4,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 12 or equivalent,1.0,0.0,0.0,0.0,,,,1.0,Not too much confidence,2,1.0,1.0,2,3,2.0,8.0,3.0,2,2,3,1,1.0,1.0,,1.0,,,,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat satisfied,Not too much confidence,Not too much confidence,Somewhat good,The United States,,Not at all important,"Yes, respects personal freedoms","Yes, respects personal freedoms",Threat,Threat,,Not a threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,More important role,Stayed about the same,About the same,Don't know,Not at all,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,Queensland,AU-QLD,6
83556,2018,Australia,83557,14601,Queensland (QLD),6/7/18,Male,1,60,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Protestant,Year 12 or equivalent,0.0,0.0,0.0,1.0,,,,3.0,Some confidence,3,1.0,1.0,2,2,2.0,8.0,2.0,2,2,2,2,0.0,1.0,,1.0,,,,Better off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Not too satisfied,Not too much confidence,Not too much confidence,Somewhat bad,The countries of the European Union,,Not too important,"No, does not respect personal freedoms","Yes, respects personal freedoms",Threat,Threat,,Not a threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,As important as 10 years ago,Stayed about the same,About the same,Don't know,Fair amount,,,,,,,,,,,,,,Not a threat,Don't know,Don't know,,,Queensland,AU-QLD,6
83557,2018,Australia,83558,14602,Queensland (QLD),7/5/18,Male,1,68,88,88,,Do not feel close to any party,Catholic,Year 12 or equivalent,0.0,0.0,0.0,1.0,,,,1.0,A lot of confidence,4,0.0,1.0,2,3,3.0,8.0,3.0,3,2,3,4,1.0,8.0,,2.0,,,,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Don't know,Somewhat satisfied,Some confidence,Not too much confidence,Somewhat good,The countries of the European Union,,Very important,"Yes, respects personal freedoms",Don't know,Not a threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,More important role,More important role,More important role,Gotten worse,Don't know,Don't know,Fair amount,,,,,,,,,,,,,,Major threat,Don't know,Don't know,,,Queensland,AU-QLD,7
83558,2018,Australia,83559,14603,Queensland (QLD),5/26/18,Male,1,66,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Jewish,Year 12 or equivalent,0.0,1.0,0.0,0.0,,,,1.0,Some confidence,3,1.0,1.0,3,2,1.0,8.0,4.0,2,2,3,3,0.0,0.0,,2.0,,,,Worse off,Somewhat favorable,Somewhat unfavorable,Very unfavorable,Don't know,Very satisfied,Not too much confidence,Not too much confidence,Somewhat good,China,,Somewhat important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,Less important role,More important role,More important role,Stayed about the same,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Major threat,Don't know,Don't know,,,Queensland,AU-QLD,5
83559,2018,Australia,83560,14604,Queensland (QLD),6/10/18,Male,1,41,5,3,,Do not feel close to any party,Atheist,Year 11 or equivalent,0.0,1.0,0.0,0.0,,,,1.0,Not too much confidence,2,1.0,1.0,3,1,2.0,8.0,1.0,1,2,2,1,0.0,0.0,,3.0,,,,Worse off,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Don't know,Not at all satisfied,No confidence at all,Not too much confidence,Somewhat bad,China,,Not at all important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Major threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,As important as 10 years ago,Stayed about the same,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,Queensland,AU-QLD,6
83560,2018,Australia,83561,14605,Queensland (QLD),5/26/18,Female,0,78,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Christian,Year 11 or equivalent,0.0,1.0,0.0,0.0,,,,1.0,Not too much confidence,2,1.0,1.0,3,2,2.0,8.0,2.0,2,1,3,3,0.0,1.0,,3.0,,,,Worse off,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Not too satisfied,Not too much confidence,No confidence at all,Somewhat good,China,,Somewhat important,"No, does not respect personal freedoms","Yes, respects personal freedoms",Threat,Threat,,Major threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,More important role,Stayed about the same,About the same,Don't know,Not too much,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,Queensland,AU-QLD,5
83561,2018,Australia,83562,14606,Queensland (QLD),7/7/18,Male,1,56,3,3,,Liberal-National Party/Country Liberal Party/Liberal,,Year 10 or equivalent,0.0,0.0,1.0,0.0,,,,1.0,Not too much confidence,2,1.0,1.0,2,3,2.0,8.0,3.0,8,8,3,3,0.0,0.0,,2.0,,,,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat satisfied,Don't know,Don't know,Somewhat good,Japan,,Somewhat important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,Don't know,Gotten worse,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Major threat,Don't know,Don't know,,,Queensland,AU-QLD,7
83562,2018,Australia,83563,14607,Queensland (QLD),7/6/18,Female,0,72,88,88,,Liberal-National Party/Country Liberal Party/Liberal,Christian,Year 8 or below,0.0,1.0,0.0,0.0,,,,3.0,Some confidence,3,1.0,1.0,3,1,2.0,8.0,2.0,1,1,2,4,0.0,1.0,,2.0,,,,Better off,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Don't know,Not too satisfied,No confidence at all,No confidence at all,Somewhat bad,China,,Very important,"No, does not respect personal freedoms","Yes, respects personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,Less important role,Stayed about the same,About the same,Don't know,Not too much,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,Queensland,AU-QLD,7
83563,2018,Australia,83564,14608,Queensland (QLD),6/7/18,Female,0,62,2,2,,Labor,,Year 10 or equivalent,0.0,0.0,1.0,0.0,,,,1.0,No confidence at all,1,1.0,1.0,3,3,2.0,8.0,2.0,2,2,3,2,0.0,0.0,,2.0,,,,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Don't know,Not too satisfied,Not too much confidence,Not too much confidence,Somewhat good,Japan,,Not too important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,Don't know,Stayed about the same,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,Queensland,AU-QLD,6
83564,2018,Australia,83565,14609,Queensland (QLD),7/5/18,Female,0,69,88,88,,Do not feel close to any party,religious,Year 10 or equivalent,0.0,0.0,0.0,1.0,,,,8.0,Not too much confidence,2,1.0,1.0,2,1,3.0,8.0,2.0,1,3,2,4,0.0,0.0,,2.0,,,,Don't know,Somewhat unfavorable,Very unfavorable,Somewhat favorable,Don't know,Not too satisfied,No confidence at all,Some confidence,Somewhat bad,The countries of the European Union,,Very important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,More important role,More important role,As important as 10 years ago,Stayed about the same,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Not a threat,Don't know,Don't know,,,Queensland,AU-QLD,7
83565,2018,Australia,83566,14610,Queensland (QLD),7/5/18,Male,1,74,88,88,,Liberal-National Party/Country Liberal Party/Liberal,religious,Year 10 or equivalent,1.0,0.0,0.0,0.0,,,,2.0,Some confidence,3,1.0,1.0,4,4,2.0,8.0,2.0,3,2,3,3,0.0,1.0,,2.0,,,,Same,Very favorable,Very favorable,Somewhat unfavorable,Don't know,Not too satisfied,Some confidence,Not too much confidence,Somewhat good,The United States,,Somewhat important,"No, does not respect personal freedoms","Yes, respects personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,Less important role,More important role,More important role,Stayed about the same,About the same,Don't know,Not too much,,,,,,,,,,,,,,Not a threat,Don't know,Don't know,,,Queensland,AU-QLD,7
83566,2018,Australia,83567,14611,Queensland (QLD),5/30/18,Male,1,73,2,2,,Liberal-National Party/Country Liberal Party/Liberal,Christian,Year 8 or below,0.0,1.0,0.0,0.0,,,,3.0,A lot of confidence,4,0.0,1.0,3,1,1.0,8.0,2.0,1,1,3,4,0.0,1.0,,2.0,,,,Better off,Somewhat favorable,Very unfavorable,Very unfavorable,Don't know,Not too satisfied,No confidence at all,No confidence at all,Somewhat good,China,,Very important,"No, does not respect personal freedoms","Yes, respects personal freedoms",Not a threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,More important role,Stayed about the same,About the same,Don't know,Fair amount,,,,,,,,,,,,,,Major threat,Don't know,Don't know,,,Queensland,AU-QLD,5
83567,2018,Australia,83568,14612,Queensland (QLD),7/5/18,Female,0,76,88,88,Refused,Liberal-National Party/Country Liberal Party/Liberal,religious,Year 10 or equivalent,0.0,1.0,0.0,0.0,,,,3.0,Not too much confidence,2,1.0,1.0,2,2,1.0,8.0,3.0,3,1,2,2,0.0,8.0,,3.0,,,,Better off,Somewhat unfavorable,Somewhat unfavorable,Very unfavorable,Don't know,Somewhat satisfied,Some confidence,No confidence at all,Somewhat bad,China,,Not too important,"No, does not respect personal freedoms",Don't know,Threat,Threat,,Major threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,More important role,More important role,More important role,Gotten worse,About the same,Don't know,Not too much,,,,,,,,,,,,,,Major threat,Don't know,Don't know,,,Queensland,AU-QLD,7
83568,2018,Australia,83569,14613,South Australia (SA),6/20/18,Female,0,57,2,2,,Labor,,Year 12 or equivalent,0.0,0.0,0.0,1.0,,,,3.0,No confidence at all,1,1.0,1.0,1,3,3.0,8.0,1.0,3,1,2,3,0.0,0.0,,2.0,,,,Better off,Very unfavorable,Somewhat favorable,Somewhat favorable,Don't know,Not at all satisfied,Some confidence,No confidence at all,Somewhat bad,The countries of the European Union,,Somewhat important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,Less important role,More important role,More important role,Gotten worse,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Major threat,Don't know,Don't know,,,South Australia,AU-SA,6
83569,2018,Australia,83570,14614,South Australia (SA),7/9/18,Male,1,45,4,2,Refused,Liberal-National Party/Country Liberal Party/Liberal,religious,Year 12 or equivalent,1.0,0.0,0.0,0.0,,,,1.0,A lot of confidence,4,0.0,1.0,4,1,1.0,8.0,4.0,1,1,3,4,0.0,1.0,,2.0,,,,Worse off,Very favorable,Very unfavorable,Very unfavorable,Don't know,Very satisfied,No confidence at all,No confidence at all,Somewhat good,The United States,,Very important,"No, does not respect personal freedoms","Yes, respects personal freedoms",Not a threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,More important role,More important role,As important as 10 years ago,Gotten better,Doing less,Don't know,Great deal,,,,,,,,,,,,,,Major threat,Don't know,Don't know,,,South Australia,AU-SA,7
83570,2018,Australia,83571,14615,South Australia (SA),6/19/18,Female,0,61,2,2,More than (country median),Labor,,Year 12 or equivalent,1.0,0.0,0.0,0.0,,,,3.0,No confidence at all,1,1.0,1.0,2,3,2.0,8.0,3.0,3,1,1,1,0.0,1.0,,8.0,,,,Better off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Somewhat satisfied,Some confidence,No confidence at all,Very bad,The United States,,Not at all important,"No, does not respect personal freedoms","Yes, respects personal freedoms",Threat,Threat,,Don't know,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,Less important role,Stayed about the same,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,South Australia,AU-SA,6
83571,2018,Australia,83572,14616,South Australia (SA),6/23/18,Male,1,67,2,2,,Labor,Atheist,Year 12 or equivalent,1.0,0.0,0.0,0.0,,,,1.0,No confidence at all,1,1.0,1.0,2,1,1.0,8.0,3.0,1,1,4,2,0.0,0.0,,3.0,,,,Worse off,Somewhat unfavorable,Very unfavorable,Very unfavorable,Don't know,Somewhat satisfied,No confidence at all,No confidence at all,Very good,The United States,,Not too important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Major threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,More important role,Gotten worse,Doing less,Don't know,Not at all,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,South Australia,AU-SA,6
83572,2018,Australia,83573,14617,South Australia (SA),6/21/18,Female,0,27,4,4,,National,Atheist,Year 12 or equivalent,1.0,0.0,0.0,0.0,,,,3.0,A lot of confidence,4,1.0,1.0,2,2,8.0,8.0,4.0,4,4,4,2,1.0,1.0,,3.0,,,,Better off,Somewhat unfavorable,Somewhat unfavorable,Don't know,Don't know,Very satisfied,A lot of confidence,A lot of confidence,Very good,The United States,,Not too important,"Yes, respects personal freedoms","Yes, respects personal freedoms",Threat,Threat,,Major threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,More important role,More important role,More important role,Stayed about the same,Doing more,Don't know,Great deal,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,South Australia,AU-SA,6
83573,2018,Australia,83574,14618,South Australia (SA),6/21/18,Female,0,48,3,3,,Labor,Atheist,Year 11 or equivalent,0.0,1.0,0.0,0.0,,,,1.0,No confidence at all,1,1.0,1.0,1,1,1.0,8.0,2.0,1,1,8,1,0.0,0.0,,2.0,,,,Worse off,Very unfavorable,Very unfavorable,Very unfavorable,Don't know,Not too satisfied,No confidence at all,No confidence at all,Don't know,China,,Not at all important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,More important role,More important role,More important role,Stayed about the same,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Major threat,Don't know,Don't know,,,South Australia,AU-SA,6
83574,2018,Australia,83575,14619,South Australia (SA),7/6/18,Male,1,59,88,88,,The Greens,,Year 12 or equivalent,0.0,0.0,0.0,1.0,,,,1.0,No confidence at all,1,1.0,1.0,1,3,3.0,8.0,2.0,2,2,1,3,0.0,0.0,,2.0,,,,Worse off,Very unfavorable,Somewhat favorable,Somewhat favorable,Don't know,Not too satisfied,Not too much confidence,Not too much confidence,Very bad,The countries of the European Union,,Somewhat important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,Less important role,More important role,More important role,Stayed about the same,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,South Australia,AU-SA,7
83575,2018,Australia,83576,14620,South Australia (SA),6/26/18,Female,0,74,2,2,,Liberal-National Party/Country Liberal Party/Liberal,,Year 11 or equivalent,1.0,0.0,0.0,0.0,,,,1.0,Not too much confidence,2,1.0,1.0,2,3,2.0,8.0,1.0,2,1,3,4,0.0,1.0,,2.0,,,,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Not at all satisfied,Not too much confidence,No confidence at all,Somewhat good,The United States,,Very important,"No, does not respect personal freedoms","Yes, respects personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,Less important role,More important role,More important role,Gotten worse,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Major threat,Don't know,Don't know,,,South Australia,AU-SA,6
83576,2018,Australia,83577,14621,South Australia (SA),6/19/18,Female,0,63,2,2,,The Greens,,Year 12 or equivalent,0.0,1.0,0.0,0.0,,,,1.0,No confidence at all,1,1.0,1.0,2,2,2.0,8.0,1.0,3,1,3,1,0.0,0.0,,3.0,,,,Worse off,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Don't know,Not at all satisfied,Some confidence,No confidence at all,Somewhat good,China,,Not at all important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Major threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,Less important role,Stayed about the same,Doing less,Don't know,Not at all,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,South Australia,AU-SA,6
83577,2018,Australia,83578,14622,South Australia (SA),6/9/18,Male,1,71,88,88,,Labor,,Year 11 or equivalent,0.0,1.0,0.0,0.0,,,,1.0,Some confidence,3,0.0,1.0,3,3,2.0,8.0,2.0,2,2,3,4,0.0,0.0,,1.0,,,,Worse off,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Don't know,Not too satisfied,Not too much confidence,Not too much confidence,Somewhat good,China,,Very important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Not a threat,Threat,,Not a threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,As important as 10 years ago,More important role,As important as 10 years ago,Stayed about the same,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,South Australia,AU-SA,6
83578,2018,Australia,83579,14623,South Australia (SA),5/29/18,Female,0,78,88,88,(Country median) or less,Labor,,Year 12 or equivalent,0.0,1.0,0.0,0.0,,,,1.0,No confidence at all,1,1.0,1.0,2,3,2.0,8.0,2.0,3,1,3,2,0.0,0.0,,2.0,,,,Worse off,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Don't know,Not too satisfied,Some confidence,No confidence at all,Somewhat good,China,,Not too important,"No, does not respect personal freedoms","No, does not respect personal freedoms",Threat,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,More important role,More important role,As important as 10 years ago,Stayed about the same,Doing less,Don't know,Not too much,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,South Australia,AU-SA,5
83579,2018,Australia,83580,14624,South Australia (SA),7/8/18,Male,1,87,88,88,,Liberal-National Party/Country Liberal Party/Liberal,,Year 12 or equivalent,0.0,1.0,0.0,0.0,,,,3.0,Not too much confidence,2,8.0,1.0,8,2,2.0,8.0,3.0,1,1,2,1,0.0,1.0,,2.0,,,,Better off,Don't know,Somewhat unfavorable,Somewhat unfavorable,Don't know,Somewhat satisfied,No confidence at all,No confidence at all,Somewhat bad,China,,Not at all important,"No, does not respect personal freedoms","Yes, respects personal freedoms",Don't know,Threat,,Minor threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,Less important role,More important role,Less important role,Stayed about the same,Doing less,Don't know,Fair amount,,,,,,,,,,,,,,Minor threat,Don't know,Don't know,,,South Australia,AU-SA,7
83580,2018,Australia,83581,14625,South Australia (SA),6/1/18,Female,0,54,88,88,,Liberal-National Party/Country Liberal Party/Liberal,Catholic,Year 12 or equivalent,0.0,1.0,0.0,0.0,,,,1.0,No confidence at all,1,1.0,1.0,2,1,1.0,8.0,2.0,1,1,3,3,0.0,1.0,,3.0,,,,Worse off,Somewhat unfavorable,Very unfavorable,Very unfavorable,Don't know,Not too satisfied,No confidence at all,No confidence at all,Somewhat good,China,,Somewhat important,"No, does not respect personal freedoms","Yes, respects personal freedoms",Threat,Threat,,Major threat,,,,,,,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,,Don't know,Less important role,More important role,As important as 10 years ago,Stayed about the same,Doing less,Don't know,Not at all,,,,,,,,,,,,,,Major threat,Don't know,Don't know,,,South Australia,AU-SA,6
